
🎸DJ热,#genre#
自己看电影解说,每日更新,http://epg.112114.xyz/douyu/9446338
德彪的故事,你看懂了吗？,http://epg.112114.xyz/douyu/9145648
御前狼王顾云川的直播间,http://epg.112114.xyz/douyu/9517289
电影幕后喵的直播间,http://epg.112114.xyz/douyu/8884074
辉夜大小姐希望你看漫画解说~,http://epg.112114.xyz/douyu/9039399
暮小肆的放飞日常,http://epg.112114.xyz/douyu/9634199
动漫混剪剪辑厅,http://epg.112114.xyz/douyu/9191006
【喜人电影】讲解最新海外高分大片,http://epg.112114.xyz/douyu/10348735
网络混剪视频,http://epg.112114.xyz/douyu/9505190
Rimworld：皇权,http://epg.112114.xyz/douyu/7661496
来欣赏别墅咯,http://epg.112114.xyz/douyu/9527761
没命了直播间！,http://epg.112114.xyz/douyu/9564845
chshh的沙雕视频,http://epg.112114.xyz/douyu/9570579
颜雪落的直播间,http://epg.112114.xyz/douyu/8864291
【短剧】最奇异的人生问题,http://epg.112114.xyz/douyu/9409722
轩邈Elias的直播间,http://epg.112114.xyz/douyu/9412454
漫威/DC宇宙讲解员中,http://epg.112114.xyz/douyu/9440728
9351043的直播间,http://epg.112114.xyz/douyu/9351043
好剧看不停！,http://epg.112114.xyz/douyu/9375923
齐木楠雄陪你看动漫,http://epg.112114.xyz/douyu/9415755
王德发的导演小阿伟直播间,http://epg.112114.xyz/douyu/9430799
【亚巴拉辛巴】搞笑就属于你厉害,http://epg.112114.xyz/douyu/5179152
西施约你看电影,http://epg.112114.xyz/douyu/7532080
【野灿baka】一起追番,http://epg.112114.xyz/douyu/8867233
小太的amv制作与展示,http://epg.112114.xyz/douyu/9606954
【全职猎人】一网打尽,http://epg.112114.xyz/douyu/10050914
【托尔兹桃花剑】动漫特设横跳,http://epg.112114.xyz/douyu/8896743
是纯洁上校的直播间,http://epg.112114.xyz/douyu/9666042
大跌眼镜！抓马/恋爱/剧情解读,http://epg.112114.xyz/douyu/10350875
架子鼓美少女,http://epg.112114.xyz/douyu/8887438
【功夫联盟】拳到肉,实拍功夫,http://epg.112114.xyz/douyu/9169624
狗毛电影的直播间,http://epg.112114.xyz/douyu/9356637
玩偶欧巴的直播间,http://epg.112114.xyz/douyu/9728089
吾恩的音乐世界,http://epg.112114.xyz/douyu/9631914
没有我没看过的番！,http://epg.112114.xyz/douyu/9207457
带您进入白鱼Sakana的动漫小屋,http://epg.112114.xyz/douyu/9611771
mzx阿哲动漫杂谈,http://epg.112114.xyz/douyu/9483965
【OooOlivia奥莉蕉】穿出你的美,http://epg.112114.xyz/douyu/9678862
补番推荐、动漫吐槽！老二次元了！,http://epg.112114.xyz/douyu/9272043
缺实战鞋吗,送你一双,http://epg.112114.xyz/douyu/865331
咕噜带您看大片,http://epg.112114.xyz/douyu/10082307
【伊藤润二】恐怖漫画解说直播间,http://epg.112114.xyz/douyu/9481137
叶墨的百妖馆的直播间,http://epg.112114.xyz/douyu/9517351
带你进入LCPD拉登的动画,http://epg.112114.xyz/douyu/9503015
最有梗的直播间,全是影视梗,http://epg.112114.xyz/douyu/9480648
不开腔的自己人,http://epg.112114.xyz/douyu/1725238
王力差点红的小周慧敏来啦,http://epg.112114.xyz/douyu/9348469
胡子大魏的直播间,http://epg.112114.xyz/douyu/8792763
带您进入安琪儿的羽翼的动漫小屋,http://epg.112114.xyz/douyu/9388783
好耶进来听歌8,http://epg.112114.xyz/douyu/9533226
趣评论李杰灵的直播间~,http://epg.112114.xyz/douyu/751316
温柔大姐姐声,http://epg.112114.xyz/douyu/2925299
玩纸牌的yolo,http://epg.112114.xyz/douyu/5077166
乐儿陪你看动漫,http://epg.112114.xyz/douyu/8221699
【一起过七夕】大力学姐の搞笑解说时间,http://epg.112114.xyz/douyu/8784719
几号房间V的直播间,http://epg.112114.xyz/douyu/8829425
大哥大姐们,看看我吧！,http://epg.112114.xyz/douyu/9013989
律子的经典漫画和宅物分享,http://epg.112114.xyz/douyu/9371308
JG影视解说的直播间,http://epg.112114.xyz/douyu/9391277
锋哥聊商机的直播间,http://epg.112114.xyz/douyu/9472141
小鹏漫剪的直播间,http://epg.112114.xyz/douyu/9476810
Nino学长的直播间,http://epg.112114.xyz/douyu/9525473
黑衣陌生人秦mq的直播间,http://epg.112114.xyz/douyu/9559308
佛曰影视的直播间,http://epg.112114.xyz/douyu/9671758
败犬鲁鲁的直播间,http://epg.112114.xyz/douyu/9369811
李流香的直播间,http://epg.112114.xyz/douyu/4786399
用户56448303的直播间,http://epg.112114.xyz/douyu/10064260
带你进入动画魂的动漫小屋,http://epg.112114.xyz/douyu/9393242
迷影至下Filmlast的直播间,http://epg.112114.xyz/douyu/9187596
歌手双笙陈元汐入驻原创斗鱼啦,http://epg.112114.xyz/douyu/6476693
豆客解说的直播间,http://epg.112114.xyz/douyu/8883122
荧光高能我穿透明色,http://epg.112114.xyz/douyu/9188696
师训练十六的直播间,http://epg.112114.xyz/douyu/9721338
《好久不见,武汉》,http://epg.112114.xyz/douyu/8933612
带您进入潜伏的动漫小屋,http://epg.112114.xyz/douyu/9458345
什幺都解说一下的育碧先生,http://epg.112114.xyz/douyu/9505962
小姐姐解说大马猴电影,http://epg.112114.xyz/douyu/8851063
魔芋小超人,http://epg.112114.xyz/douyu/4899968
带您进入威生天霖的电影世界,http://epg.112114.xyz/douyu/9393403
笑哈哈团长,http://epg.112114.xyz/douyu/10329368
我的超能力女友的直播间,http://epg.112114.xyz/douyu/9501159
3*4已出有车位可上车,http://epg.112114.xyz/douyu/3922675
【前女友】动漫了解一下,http://epg.112114.xyz/douyu/8896746
大丈夫生居天地久间,岂能郁郁居人下！,http://epg.112114.xyz/douyu/10921888
娱乐明星一手消息,理娱打挺疼,http://epg.112114.xyz/douyu/2925563
非常有格调的影视剪辑~,http://epg.112114.xyz/douyu/9384527
树摆根龙门阵,http://epg.112114.xyz/douyu/1833459
苦瓜十分苦的直播间,http://epg.112114.xyz/douyu/4058285
起来啦小躺的直播间,http://epg.112114.xyz/douyu/8849047
外卖仙人成天,http://epg.112114.xyz/douyu/9498506
名人传奇！来啊,涨知识啊！☺️,http://epg.112114.xyz/douyu/9539063
三新动漫的直播间,http://epg.112114.xyz/douyu/9548279
看动画听歌,http://epg.112114.xyz/douyu/9506782
猫总白一航的直播间,http://epg.112114.xyz/douyu/9517105
钱小元说电影的直播间,http://epg.112114.xyz/douyu/9368265
世界最神秘的事你整明白了没？,http://epg.112114.xyz/douyu/9580477
【蔡恩雨Priscilla】的世界音乐,http://epg.112114.xyz/douyu/9662853
带您进入不会骑马的健身少年的日常,http://epg.112114.xyz/douyu/8862198
速看丽姐说电影,http://epg.112114.xyz/douyu/9437283
鹿老尸的直播间,http://epg.112114.xyz/douyu/857979
程序员易劈西的直播间,http://epg.112114.xyz/douyu/8759268
带您进入莱纳电影的电影世界,http://epg.112114.xyz/douyu/9356937
红袖的直播间,http://epg.112114.xyz/douyu/9645396
冷门动漫解说,http://epg.112114.xyz/douyu/9064711
夏日幻听MCE的直播间,http://epg.112114.xyz/douyu/9546437
盘点委员的直播间,http://epg.112114.xyz/douyu/9481059
TSSS映画的直播间,http://epg.112114.xyz/douyu/9749339
【传奇故事】24小时随缘轮播,http://epg.112114.xyz/douyu/4837387
荒野生存系列,http://epg.112114.xyz/douyu/1339207
【德哥】直播间,http://epg.112114.xyz/douyu/6052703
超清动物自然24小时感谢礼物陪伴,http://epg.112114.xyz/douyu/4360438
宇宙那幺大,我想去看看,http://epg.112114.xyz/douyu/1052924
纪录经典时刻.....3485629,http://epg.112114.xyz/douyu/3485629
荒野求生,带大家体验不一样的生活,http://epg.112114.xyz/douyu/9252708
纪录片直播间,http://epg.112114.xyz/douyu/6879442
卑谦,学习,升华,http://epg.112114.xyz/douyu/6173973
着名学者王立群评点历史人物,http://epg.112114.xyz/douyu/5283626
4837387正能量纪录片,http://epg.112114.xyz/douyu/9808720
动物凶猛！野生动物世界,http://epg.112114.xyz/douyu/9951215
【历史揭秘】4紫禁城揭秘西夏,http://epg.112114.xyz/douyu/5464888
军武次位面军迷每周的故事,http://epg.112114.xyz/douyu/1817550
【地理美食】寻味顺德鸟瞰中国,http://epg.112114.xyz/douyu/9951231
荒野游侠,探险中国,http://epg.112114.xyz/douyu/2259748
【纯影视】影视、游戏,http://epg.112114.xyz/douyu/10760490
走访失落探索未解之谜,http://epg.112114.xyz/douyu/5028934
观景,听风,http://epg.112114.xyz/douyu/9970646
客官办张卡吸个猫吧~萌宠24小时！,http://epg.112114.xyz/douyu/648814
2hao飞车带抽,http://epg.112114.xyz/douyu/1812082
【云旅行】放松/减压/风景,http://epg.112114.xyz/douyu/1668562
看局座召张忠利点评,http://epg.112114.xyz/douyu/5483801
沿776611,http://epg.112114.xyz/douyu/10021742
旅行囧记欢乐之旅,http://epg.112114.xyz/douyu/4631599
江哥归来的直播间,http://epg.112114.xyz/douyu/10804983
CFunicornabd的直播间,http://epg.112114.xyz/douyu/10908644
左耳听风371的直播间,http://epg.112114.xyz/douyu/10806381
月底送好东西,http://epg.112114.xyz/douyu/6555918
凛冬散尽,河长明,新的一年,万事顺遂。,http://epg.112114.xyz/douyu/9763256
玫瑰土豆儿的成长史,http://epg.112114.xyz/douyu/9465719
3秋落羽0的直播间,http://epg.112114.xyz/douyu/5194326
七七：新人主播来关注一下吧~,http://epg.112114.xyz/douyu/777777
新主播女仆装后遗症第一天,http://epg.112114.xyz/douyu/3655320
【2K60帧】斗鱼赵美延=u=,http://epg.112114.xyz/douyu/209853
今天还是你喜欢的样子,http://epg.112114.xyz/douyu/8118226
双马尾女孩ya10801450,http://epg.112114.xyz/douyu/10801450
希望能给哥哥们的疼爱,http://epg.112114.xyz/douyu/10651202
微胖姐姐在直播10798069,http://epg.112114.xyz/douyu/10798069
进来说爱我,http://epg.112114.xyz/douyu/10762348
小铧在线等关注,http://epg.112114.xyz/douyu/10722541
所爱隔山海山海皆可平❤️,http://epg.112114.xyz/douyu/10268210
【防免疫】头发发麻惹~,http://epg.112114.xyz/douyu/6852825
河南唐嫣多多关照10888754,http://epg.112114.xyz/douyu/10888754
下雨知道往家跑鸭,http://epg.112114.xyz/douyu/10889714
新人主播求守护qwq0.0,http://epg.112114.xyz/douyu/10875180
总要看看才知道喜不喜欢啊,http://epg.112114.xyz/douyu/5577560
希望大哥可以让我的脆弱,http://epg.112114.xyz/douyu/10786088
想去海边看月亮,http://epg.112114.xyz/douyu/1180308
【翠葱楼】MMD舞蹈点播房,http://epg.112114.xyz/douyu/2255521
湖北女大学生,http://epg.112114.xyz/douyu/9936794
日安～我亲爱的殿下～,http://epg.112114.xyz/douyu/10911601
里里维的直播间,http://epg.112114.xyz/douyu/10911585
用户08044575的直播间,http://epg.112114.xyz/douyu/10882400
红叶飘飘735的直播间,http://epg.112114.xyz/douyu/10908241
黄金双倍✨这个房间好好听呀,http://epg.112114.xyz/douyu/5051242
3D声控减压❤每日声音伴侣,http://epg.112114.xyz/douyu/10718922
长假一周下周五回来哦~,http://epg.112114.xyz/douyu/10296775
耳机解压,http://epg.112114.xyz/douyu/10616016
100万观看,见鱼吧置顶,http://epg.112114.xyz/douyu/10852214
一起逛漫展,看美女,http://epg.112114.xyz/douyu/950686
3D耳机治愈每日听音质提升,http://epg.112114.xyz/douyu/1260907
灵笼地下进行时,http://epg.112114.xyz/douyu/1047490
游戏操作,http://epg.112114.xyz/douyu/10247425
哥哥进来玩呀,http://epg.112114.xyz/douyu/10879454
地下城日常直播间,http://epg.112114.xyz/douyu/10789173
快退休老阿姨,http://epg.112114.xyz/douyu/5562953
乌鸦的快乐直播间...,http://epg.112114.xyz/douyu/8668124
我娶你可好441的直播间,http://epg.112114.xyz/douyu/10867112
3D游戏建模系统教学,http://epg.112114.xyz/douyu/10768032
3D建模入门到精通,http://epg.112114.xyz/douyu/10203662
可爱传奇HOLO,http://epg.112114.xyz/douyu/9774080
星河滚烫你是人间理想～,http://epg.112114.xyz/douyu/6513010
武汉坐标。美！！！,http://epg.112114.xyz/douyu/7513035
今日是双倍快乐哦,http://epg.112114.xyz/douyu/9715309
初恋脸很会跳本草,http://epg.112114.xyz/douyu/10783397
江西舞蹈小姐姐,http://epg.112114.xyz/douyu/9459372
好漂亮的杭州小姐姐,http://epg.112114.xyz/douyu/6859029
人间一趟积极向上5517219,http://epg.112114.xyz/douyu/5517219
距离你520m,想你了~,http://epg.112114.xyz/douyu/9255052
来姐姐家吹空调9698055,http://epg.112114.xyz/douyu/9698055
交个这样温柔的朋友嘛,http://epg.112114.xyz/douyu/5371800
若无相欠,怎幺相见92111,http://epg.112114.xyz/douyu/8964416
疼疼爱我是地里的小白菜,http://epg.112114.xyz/douyu/9986213
【上海】真会火柴Q❤️,http://epg.112114.xyz/douyu/6562899
做个快乐的傻子,.....,http://epg.112114.xyz/douyu/10380465
❤️爱你宝贝❤️,http://epg.112114.xyz/douyu/5273755
爱在柒月ing,http://epg.112114.xyz/douyu/10100737
【芜湖】最美女教练~,http://epg.112114.xyz/douyu/9243236
这人间你值得,http://epg.112114.xyz/douyu/10541392
落日沉溺于橘色的海~9715094,http://epg.112114.xyz/douyu/9715094
渡渡个劫吧~~,http://epg.112114.xyz/douyu/10080728
山东舞蹈主播等你啊,http://epg.112114.xyz/douyu/9867345
这是斗鱼微胖身高吗？,http://epg.112114.xyz/douyu/10490956
成都小纯纯,http://epg.112114.xyz/douyu/8145699
10：00-16:00直播,http://epg.112114.xyz/douyu/9784086
有没有一种可能我只差一个你,http://epg.112114.xyz/douyu/4033015
南京瑜伽老师点舞求过星,http://epg.112114.xyz/douyu/5994676
等光9266234,http://epg.112114.xyz/douyu/9266234
双倍双倍双倍亲密度~,http://epg.112114.xyz/douyu/9635767
光在哪呀？,http://epg.112114.xyz/douyu/5628327
【成都】超自律小甜甜,http://epg.112114.xyz/douyu/3597401
好漂亮的小姐姐~,http://epg.112114.xyz/douyu/9207931
安徽热舞~第一天直播~不会~,http://epg.112114.xyz/douyu/8689866
属于自己的爵位,http://epg.112114.xyz/douyu/10843602
心软的神什幺时候降临～,http://epg.112114.xyz/douyu/8582485
蛋美女。。。,http://epg.112114.xyz/douyu/7812407
南京模特小姐姐9959369,http://epg.112114.xyz/douyu/9959369
快回家孩子她爸,http://epg.112114.xyz/douyu/10390547
会有人一直陪着桃桃吗,http://epg.112114.xyz/douyu/10390540
长沙知心大姐姐,http://epg.112114.xyz/douyu/9699642
保持热爱,降低期待7551836,http://epg.112114.xyz/douyu/7551836
有没有哥哥宠一下呀,http://epg.112114.xyz/douyu/8587395
江西00双鱼,http://epg.112114.xyz/douyu/8998792
安徽18线小网红,http://epg.112114.xyz/douyu/10864550
希望你会喜欢我。,http://epg.112114.xyz/douyu/7200105
第308集~嗯怎幺不算开心呢,http://epg.112114.xyz/douyu/9953232
福建素颜憨憨的舞蹈新人,http://epg.112114.xyz/douyu/10891740
哥哥要摸头,http://epg.112114.xyz/douyu/10723004
天青色等烟雨~~·····,http://epg.112114.xyz/douyu/6634650
有我陪你啊你不会孤单,http://epg.112114.xyz/douyu/7583248
【舞蹈主题夜】kukain专场,http://epg.112114.xyz/douyu/9184805
要什幺避风港超火成为梦想,http://epg.112114.xyz/douyu/10235980
没有标题,,,,,,http://epg.112114.xyz/douyu/6872229
看质量直播做人做质量9160725,http://epg.112114.xyz/douyu/9160725
没毛病的运气暴击啊,http://epg.112114.xyz/douyu/992
懒起画蛾眉,花面相交映,http://epg.112114.xyz/douyu/10707634
超白新主播,http://epg.112114.xyz/douyu/10905152
您与主播距离2.5km,http://epg.112114.xyz/douyu/10741241
新人主播,别在外面,进来看,http://epg.112114.xyz/douyu/10793741
新主播学习J,http://epg.112114.xyz/douyu/10280653
西安在线等一个疼人好哥哥,http://epg.112114.xyz/douyu/7574229
河北石家庄小拉胯~,http://epg.112114.xyz/douyu/7065984
啥都别说,交个朋友呢,http://epg.112114.xyz/douyu/10889455
初见时的惊鸿一！！！,http://epg.112114.xyz/douyu/10505142
建议你早点喜欢我,免得虚度光阴,http://epg.112114.xyz/douyu/10111403
斗鱼公务员了,http://epg.112114.xyz/douyu/10547923
新人主播会跳舞,来瞧瞧,http://epg.112114.xyz/douyu/10909282
就~来陪我吧~,http://epg.112114.xyz/douyu/9732845
双倍卡双倍亲密度,http://epg.112114.xyz/douyu/10469006
对方关注了你···,http://epg.112114.xyz/douyu/9524956
勤劳的小蜜蜂你确定不来嘛！！！,http://epg.112114.xyz/douyu/7768041
少爷少奶奶回来啦,http://epg.112114.xyz/douyu/10150570
江西人在杭州,http://epg.112114.xyz/douyu/7010345
【直播】等你进来~,http://epg.112114.xyz/douyu/9518839
私奔嘛,一起看啊,http://epg.112114.xyz/douyu/8612186
可甜可盐的萌妹子~,http://epg.112114.xyz/douyu/10543844
兔兔能歌能舞,http://epg.112114.xyz/douyu/10415467
希望六月可以对我好一点~,http://epg.112114.xyz/douyu/9997599
恭喜我橘子紫啦~9619463,http://epg.112114.xyz/douyu/9619463
西瓜扇子舞等你~,http://epg.112114.xyz/douyu/10768118
古装限定奶兔确定不来看看？,http://epg.112114.xyz/douyu/10795950
23.40-0.00热舞频道-扇子舞,http://epg.112114.xyz/douyu/10765662
你好几位一直长。,http://epg.112114.xyz/douyu/9266207
三倍快乐返场时间,http://epg.112114.xyz/douyu/9018270
搬家中……整理中,http://epg.112114.xyz/douyu/6863470
体验不一样的快乐~10665467,http://epg.112114.xyz/douyu/10665467
等一个心软的神~10471157,http://epg.112114.xyz/douyu/10471157
三倍快乐纯享热舞,http://epg.112114.xyz/douyu/10287421
舞蹈视频在个人中心！！,http://epg.112114.xyz/douyu/10505396
空姐第一天直播,http://epg.112114.xyz/douyu/10556450
握不住的沙干脆扬了它,http://epg.112114.xyz/douyu/10137131
有爱的蜗牛的直播间,http://epg.112114.xyz/douyu/10339002
有缘再见～6584315,http://epg.112114.xyz/douyu/6584315
Minana精彩视频集锦,http://epg.112114.xyz/douyu/10193403
回去了兄弟们,http://epg.112114.xyz/douyu/10344439
精彩舞蹈纯享,http://epg.112114.xyz/douyu/10298228
第一天直播,等你,http://epg.112114.xyz/douyu/10676417
上班上班摸鱼看小姐姐,http://epg.112114.xyz/douyu/3938720
面对困难微笑,http://epg.112114.xyz/douyu/9253311
用古典舞说故事,今天还上朝吗~,http://epg.112114.xyz/douyu/9367472
不齐舞团V的直播间,http://epg.112114.xyz/douyu/8936470
【微微】满世界跳舞的主播,http://epg.112114.xyz/douyu/8949661
元气小可爱9322249求关注！,http://epg.112114.xyz/douyu/9322249
古风小姐姐会跳各种舞~,http://epg.112114.xyz/douyu/9125366
这里只有你快乐不来吗？,http://epg.112114.xyz/douyu/10689937
美人如玉,感谢一路相伴,http://epg.112114.xyz/douyu/9653373
元气少女缘结神,http://epg.112114.xyz/douyu/10918981
用户71859076的直播间,http://epg.112114.xyz/douyu/10916655
主播21岁没亲过嘴,http://epg.112114.xyz/douyu/6468700
斗鱼精品舞蹈赏鉴,http://epg.112114.xyz/douyu/5024138

📚宗教,#genre#
QQ群533562112復興禱告,https://dqhxk7sbp7xog.cloudfront.net/osmflivech38.m3u8
  GOODTV好消息卡通,https://dqhxk7sbp7xog.cloudfront.net/osmflivech45.m3u8
  TV2,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch2-2.m3u8
  GOODTV道在人間HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch21-2.m3u8
  GOODTV道在人間HD,https://dqhxk7sbp7xog.cloudfront.net/osmflivech2.m3u8
  GOODTV共享觀點HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch5-2.m3u8
  GOODTV好消息HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
  GOODTV好消息HD,https://dqhxk7sbp7xog.cloudfront.net/osmflivech1.m3u8
  GOODTV好醫生HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch9-2.m3u8
  GOODTV基督教HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch16-2.m3u8
  GOODTV經典音樂河HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch6-2.m3u8
  GOODTV空中聖經醫院HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch27-2.m3u8
  GOODTV劉三講古HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch24-2.m3u8
  GOODTV旅行HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch11-2.m3u8
  GOODTV天堂敬拜HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch30-2.m3u8
  GOODTV天堂敬拜HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch28-2.m3u8
  GOODTV聽我唱HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch31-2.m3u8
  GOODTV維他命HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch12-2.m3u8
  GOODTV耶穌HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch17-2.m3u8
  GOODTV迎接復興HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch7-2.m3u8
  GOODTV展翅上騰HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch18-2.m3u8
  GOODTV真情部落格HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch3-2.m3u8
  GOODTV真情部落格HD,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch14-2.m3u8
  香港佛陀教育,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
  香港佛陀教育,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
  ,https://live.ciguang.tv/live/hdtv.m3u8?auth_key=5216465889-0-0-701a98b03302233fc07fa2ee9e85d39b
  净宗学院网络台,https://live.ciguang.tv/live/hdtv.m3u8?auth_key=5216465889-0-0-701a98b03302233fc07fa2ee9e85d39b
  生命电视台,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
  唯心電視,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
  大愛1臺,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
  大愛2臺,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
  創世電視,https://cdn.deepcore.online/hlsme/ctv_hk_1080.m3u8
  創世電視,https://cdn.deepcore.online/hlsme/ctv_hk_720.m3u8
  韩国-BBS佛教广播,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1403706733.m3u8
🍔美食频道,#genre#	
非遗美食,http://hls-ott-zhibo.wasu.tv/live/181/index.m3u8
斗鱼-山野闲居 万物以食为天,http://epg.112114.xyz/douyu/3186217#http://tc-tct.douyucdn2.cn/dyliveflv3/2901080rvK1GC4I8.flv?wsAuth=c936f0cdaff277b15d9cbe468112ac09&token=cpn-androidmpro-0-2901080-b46ddcd99bcf829a1e6d143c15e885d2da7feb9e47c1a9f1&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play3
乡村食叔1100买头羊,https://vd4.bdstatic.com/mda-kghmm8wqwjvp97gm/hd/mda-kghmm8wqwjvp97gm.mp4?auth_key=1655032152-0-0-e46ffacd02ed77fb1e67b3ad5a8fcff0&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=2352305816&vid=17960476347117941562&abtest=all
乡村食叔720元大牛头,https://vd3.bdstatic.com/mda-mc7kjm87ud7vw1c8/hd/cae_h264_nowatermark/1615188038/mda-mc7kjm87ud7vw1c8.mp4?auth_key=1655032395-0-0-76d69c967dbb28da26cd146b4aca203f&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=2595302168&vid=3563264366474391721&abtest=all
食叔260买十来只小甲鱼,https://vd4.bdstatic.com/mda-nf29yjvnrcqwwy2q/480p/h264/1654240313985806512/mda-nf29yjvnrcqwwy2q.mp4?auth_key=1655032564-0-0-747aa1c4fdd90716418995aa885348a7&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=2764614902&vid=9984932099035144842&abtest=all
碳烤牛鞭,https://vd2.bdstatic.com/mda-ngv9h66nbkzuz6j0/576p/h264/1659164307500438711/mda-ngv9h66nbkzuz6j0.mp4?auth_key=1659323083-0-0-c7cffb8cbc1aadc83f94fcc02fb531fe&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=2083523172&vid=6641560860926407979&abtest=all
脆皮驴板肠,https://vd4.bdstatic.com/mda-ngub2qb9fif5q97t/576p/h264/1659081195837329869/mda-ngub2qb9fif5q97t.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1659323117-0-0-d4ac4f3694c1c4056686fc7413404646&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=2117013802&vid=7671655753903850195&abtest=all
盐焗羊腿,https://vd2.bdstatic.com/mda-ngtc60vvkk1x3ejc/576p/h264/1658998174840384700/mda-ngtc60vvkk1x3ejc.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1659323149-0-0-ad68a35a1acf83cd78b7b98f175bb83b&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=2149492538&vid=13673814454849037166&abtest=all
麻椒鹅,https://vd2.bdstatic.com/mda-ngr9rtkm74t331dt/576p/h264/1658820335385731620/mda-ngr9rtkm74t331dt.mp4?auth_key=1659323207-0-0-afe82582916a86302a31abdcf9195ac7&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=2206997353&vid=7041675500413857390&abtest=all
锡纸黄骨鱼,https://vd3.bdstatic.com/mda-ngn8pcdaubpmq2qa/576p/h264/1658557425830474590/mda-ngn8pcdaubpmq2qa.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1659323252-0-0-6645d7189774a448bbc569589ce5a2e1&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=2252177813&vid=6095933426258293751&abtest=all
叫花牛腿,https://vd4.bdstatic.com/mda-ngk8q2s3urmuc5qv/576p/h264/1658385717953443484/mda-ngk8q2s3urmuc5qv.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1659323328-0-0-ab9a46132f133deb3486207e7e3ef999&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=2328939916&vid=12462030087257129965&abtest=all
筋头巴脑,https://vd3.bdstatic.com/mda-ngia0j8bmpggvugk/576p/h264/1658215028311651878/mda-ngia0j8bmpggvugk.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1659323360-0-0-9af579ab68c6adbd26a633d45e0c84a3&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=2360191831&vid=4888004341733415164&abtest=all
大盘鸡,https://vd3.bdstatic.com/mda-nghat7vp8mvbvw7s/576p/h264/1658130614476297994/mda-nghat7vp8mvbvw7s.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1659323395-0-0-eb8e2eac4bc7f03eed140996d175f790&bcevod_channel=searchbox_feed&pd=1&cd=0&pt=3&logid=2395004336&vid=5313206852043177684&abtest=all
